pub_id,title,type,bibtex,author,editor,isbn,url,date,urldate,booktitle,issuetitle,journal,volume,number,pages,publisher,address,edition,chapter,institution,organization,school,series,crossref,abstract,howpublished,key,techtype,comment,note,image_url,doi,is_isbn,rel_page,status,added,modified,use_capabilites,import_id
977,MDS Coded Caching Leveraged by Coordinated Multi-point Transmission ,article,Kim2018,G. Kim; B. Hong; W. Choi; H. Park,,1089-7798,,2018-03-19,0000-00-00,,,IEEE Communications Letters,22,6,1220-1223,,,,,,,,,,"In conventional maximum distance separable (MDS) coded caching systems, the storage-efficient caching strategy which minimizes redundant data was believed to be optimal. However, redundantly stored data can rather be utilized to combat wireless channel impairments due to channel fading or interference. This paper explores how MDS coded caching facilitates coordinated multi-point (CoMP) transmission in cache enabled wireless networks. Optimizing the length of MDS coded sequence and the amount of redundant cached data, we demonstrate the gain of MDS coded caching leveraged by CoMP.",,,,,,,,0,0,published,2018-03-26 13:18:56,2018-07-25 11:44:10,,
962,Sparse Structure-Based Channel Estimation for Uplink SCMA System,article,heo2017sparseb,E. Heo; N. Kim; H. Park,,1939-9359,http://ieeexplore.ieee.org/document/7873353/,2017-09-22,0000-00-00,,,IEEE Transactions on Vehicular Technology,66,9,8037-8046,IEEE,,,,,,,,,"To fully utilize the performance gain of sparse code multiple access (SCMA) system, the channel state information of multi-users must be obtained at the base station (BS). However, conventional channel estimation approach causes significant training overhead as the number of active users becomes large. In this paper, we propose a channel estimation scheme for the uplink SCMA system to reduce the training overhead, which is based on the unstructured channel estimator (UCE). However, it is ineffective in terms of the resource usage to apply the UCE scheme to SCMA system directly since the data detection requires only channel information on the nonzero subcarriers of the SCMA codeword. Thus, we introduce a sparse pilot structure where the location of non-zero pilot symbols correspond to the location of non-zero symbols in the SCMA codeword and provide an optimal pilot allocation scheme for the sparse pilot structure, which can achieve the mean square error (MSE) lower bound. In addition, we consider the codebook reuse scenario to support more users with the existing SCMA codebooks. While the codebook reuse can help realize the massive connectivity, it has a problem that interference on each resource grows irregularly, which in turn leads to overwhelming training overhead. To solve this problem, we propose a channel estimation approach to reduce interference per subcarrier uniformly by the weight-regularization (WR) algorithm, and apply the optimal pilot allocation and least-squares (LS) algorithm. The puncturing channel information by the WR algorithm can be obtained by a minimum mean square error (MMSE) interpolator or a combined interpolator. Analytical results and simulations shows effectiveness of the proposed channel estimators.",,,,,,,10.1109/TVT.2017.2679020,0,0,published,2017-06-13 16:55:33,2017-09-22 18:36:31,,
959,Interference Mitigation Using Random Antenna Selection in Millimeter Wave Beamforming System,article,lim2017interference,W. Lim; G. Kwon and H. Park,,,http://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-017-0868-5,2017-05-12,0000-00-00,,,EURASIP Journal on Wireless Communications and Networking,2017,1,87,Springer,,,,,,,,,"In multi-user beamforming systems, the inter-user interference are controlled by spatial filtering. Since the implementation of digital beamforming is difficult due to high hardware cost of large array system, the analog beamforming system with one phase shifter at each antenna element is considered with antenna selection scheme. However, the beamwidth is not sufficiently narrow to perfectly remove the interference due to limited size of antenna arrays. To mitigate the interference, we propose the random antenna selection system in millimeter wave channel. The random antenna selection expands the effective array size so that the beamwidth becomes narrow. We compare the beamwidth of conventional fixed antenna selection with random antenna selection and analyze the amount of interference for each selection scheme. Theoretical analysis and bit error rate simulation results indicate that the beamforming with random antenna selection can take advantage of large array.",,,,,,,10.1186/s13638-017-0868-5,1,0,published,2017-05-24 16:49:57,2017-05-24 16:53:48,,
87,Beamforming for Full-Duplex Multiuser MIMO Systems,article,RN70,J. Kim and W. Choi and H. Park,,0018-9545,,2017-01-01,0000-00-00,,,IEEE Transactions on Vehicular Technology,66,3,2423-2432,,,,,,,,,,"We solve a sum rate maximization problem of full-duplex (FD) multiuser multiple-input-multiple-output (MU-MIMO) systems. Since additional self-interference (SI) in the uplink channel and cochannel interference (CCI) in the downlink channel are coupled in FD communication, the downlink and uplink multiuser beamforming vectors are required to be jointly designed. However, the joint optimization problem is nonconvex and difficult to solve due to the coupled effect. To properly address the coupled design issue, we reformulate the problem into an equivalent uplink channel problem by using the uplink and downlink channel duality known as multiple-access channel-broadcast channel duality (MAC-BC duality). Then, using a minorization-maximization (MM) algorithm based on an affine approximation, we obtain a solution for the reformulated problem. In addition, without any approximation and thus performance degradation, we develop an alternative algorithm based on iterative water filling (IWF) to solve the nonconvex problem. The proposed algorithms warrant fast convergence and low computational complexity.",,,,,,,10.1109/TVT.2016.2581213,0,0,published,2017-04-18 18:07:54,2017-04-18 18:07:54,,
95,BER of MIMO-BICM System at Current Detection/Decoding Cycle,article,RN72,N. Kim and J. Kim and S.-C. Lim and H. Park,,2162-2337,,2017-01-01,0000-00-00,,,IEEE Wireless Communications Letters,6,1,78-81,,,,,,,,,,"In this letter, we analyze the bit error rate (BER) of a multiple-input multiple-output bit-interleaved coded modulation (MIMO-BICM) system with an iterative receiver that consists of a soft-in soft-out (SISO) minimum mean square error detector and an SISO channel decoder. At a current detection/decoding cycle, an upper bound on a BER is derived based on the moment generating function of signal-to-interference-and-noise ratio at the detector output. We utilize the analytical BER derived from the current cycle to update the upper bound at the next cycle in an iterative manner. By an asymptotic approach, we also show that the BER of the MIMO-BICM system with an iterative receiver converges to that of the maximal ratio combining system.",,,,,,,10.1109/LWC.2016.2632714,0,0,published,2017-04-18 18:07:55,2017-07-01 22:00:35,,
110,Uplink SCMA System With Multiple Antennas,article,RN74,S.-C. Lim and N. Kim and H. Park,,1939-9359,,2017-01-01,0000-00-00,,,IEEE Transactions on Vehicular Technology,66,8,6982-6992,,,,,,,,,,"Sparse code multiple access (SCMA) is a codebookbased non-orthogonal multiple access which exploits the coding gain of designed codebooks and the near-optimum performance of belief-propagation (BP) detection. In this paper, we study an uplink SCMA system equipped with multiple receive antennas utilized to get a diversity gain. Assuming that the maximum likelihood detection is applied to the system, we derive the upper bound on the average bit error rate (ABER) and analyze the diversity order which is shown to be the product of the number of receive antennas and the spreading gain. Exploiting the multiple received signals, we also propose a simplified detection method called Gaussian approximation based BP (GA-BP) detection with linear pre-filtering. As the first step of the proposed detection, a conventional linear filter is applied to mitigate the multiuser interferences. Then, the GA-BP iteratively removes the residual interferences which may be approximated to a Gaussian random variable for the massive number of user equipments (UEs). Numerical results show that for moderate and high signal to noise ratio region the analyzed upper bounds on ABER of SCMA system tightly coincide with the simulation results. Also, for the moderate numbers of antennas, the ABER of GA-BP with matched filter closely approaches to that of the conventional BP detection with much lower computational costs.",,,,,,,10.1109/TVT.2017.2664894,0,0,published,2017-04-18 18:07:57,2018-09-27 13:23:11,,
957,Optimal Fronthaul Compression for Synchronization in the Uplink of Cloud Radio Access Networks,article,RN75,E. Heo; O. Simeone; H.Park,,1687-1499,http://dx.doi.org/10.1186/s13638-017-0804-8,2017-01-01,0000-00-00,,,EURASIP Journal on Wireless Communications and Networking,2017,1,22,,,,,,,,,,"A key problem in the design of cloud radio access networks (CRANs) is to devise effective baseband compression strategies for transmission on the fronthaul links connecting a remote radio head (RRH) to the managing central unit (CU). Most theoretical works on the subject implicitly assume that the RRHs, and hence the CU, are able to perfectly recover time synchronization from the baseband signals received in the uplink, and focus on the compression of the data fields. This paper instead does not assume a priori synchronization of RRHs and CU, and considers the problem of fronthaul compression design at the RRHs with the aim of enhancing the performance of time and phase synchronization at the CU. The problem is tackled by analyzing the impact of the synchronization error on the performance of the link and by adopting information and estimation-theoretic performance metrics such as the rate-distortion function and the Cramer-Rao bound (CRB). The proposed algorithm is based on the Charnes-Cooper transformation and on the Difference of Convex (DC) approach, and is shown via numerical results to outperform conventional solutions.",,,,,,,10.1186/s13638-017-0804-8,0,0,published,2017-04-26 11:36:22,2017-06-13 17:22:59,,
69,An Enhanced QAM-FBMC Scheme With Interference Mitigation,article,RN69,H. Han and H. Kim and N. Kim and H. Park,,1089-7798,,2016-01-01,0000-00-00,,,IEEE Communications Letters,20,11,2237-2240,,,,,,,,,,"Cyclic prefixed orthogonal frequency division multiplexing (CP-OFDM) has been used as a waveform for mobile communications, but CP-OFDM has weaknesses in an asynchronous heterogeneous network scenario. To overcome the disadvantage of CP-OFDM, a quadrature amplitude modulation (QAM)-filter-bank-based multi-carrier (FBMC) system is proposed to achieve superior spectrum confinement and better spectral efficiency. However, QAM-FBMC has inevitable performance degradation because of interferences from non-orthogonal filters. In this letter, we propose a decision feedback equalization (DFE)-based interference mitigation scheme for the QAM-FBMC system to cancel a residual interference. The interference from the filters of QAM-FBMC influences to other subcarriers and symbols, and it is modeled as an end-to-end system transfer function with para-Hermitian poly-nomial matrix form, equivalently. By spectral factorization of the system transfer function, the system response is transformed into causal, and the receiver detects the symbols successively. This letter describes the spectral factorization method and formulates the feed-forward and feedback filter of the DFE structure with the spectral factor of transfer function. Simulation results show the superiority of the proposed scheme to the conventional QAM-FBMC receiver scheme.",,,,,,,10.1109/LCOMM.2016.2604250,0,0,published,2017-04-18 18:07:52,2017-04-18 18:07:52,,
118,Beamforming Design for Full-Duplex Two-Way Amplify-and-Forward MIMO Relay,article,RN68,Y. Shim and W. Choi and H. Park,,1536-1276,,2016-01-01,0000-00-00,,,IEEE Transactions on Wireless Communications,15,10,6705-6715,,,,,,,,,,"We consider the full-duplex (FD) two-way amplify-and-forward relay system with imperfect cancellation of loopback self-interference (SI) and investigate joint design of relay and receive beamforming for minimizing the mean square error (MSE) under a relay transmit power constraint. Due to loopback channel estimation error and limitation of analog-to-digital converter, the loopback SI cannot be completely canceled. Multiple antennas at the relay can help loopback SI suppression, but beamforming is required to balance between the residual SI suppression and the desired signal transmission. Moreover, the relay beamforming matrix should be updated every time slot, because the residual SI in the previous time slot is amplified by the current beamforming matrix and added to the received signals from the two sources in the current time slot. We derive the optimally balanced relay beamforming and receive beamforming matrices in closed form based on minimum MSE, taking into account the propagation of the residual loopback SI from the first to the current time slot. We also propose beamforming design using only the channels of the $m$ latest time slots, not from the first time slot. Based on our numerical results, we also identify when FD is beneficial and propose selection between FD and half-duplex according to signal-to-noise ratio and interference-to-noise ratio.",,,,,,,10.1109/TWC.2016.2587768,0,0,published,2017-04-18 18:07:58,2017-04-18 18:07:58,,
119,Joint Relay Beamforming Design for Multilevel Nondistributed and Distributed Amplify-and-Forward Relay Networks,article,RN71,Y. Shim and K. Lee and H. Park,,0018-9545,,2016-01-01,0000-00-00,,,IEEE Transactions on Vehicular Technology,PP,99,1-1,,,,,,,,,,"This paper considers both nondistributed and distributed multilevel amplify-and-forward (AF) wireless relay networks. For a fair comparison, the nondistributed multilevel AF relay network consists of a one-source-one-destination pair and a relay at each level with multiple antennas, whereas the distributed network consists of a one-source-one-destination pair and multiple distributed relays at each level with a single antenna at each relay. In this paper, relay beamforming matrices are determined for both networks based on the minimum mean square error criterion. During data transmission, power is independently and individually constrained at the relays at each level. Finally, an iterative algorithm is proposed to solve the desired optimization problem.",,,,,,,10.1109/TVT.2016.2598178,0,0,published,2017-04-18 18:07:58,2017-04-18 18:07:58,,
124,The Effect of Void on Characteristics of LDMOS Power Amplifier,article,RN67,Mi‐Hyun Son and Sooho Bae and Hyuncheol Park and Hyuck M Kwon,,1098-2760,,2016-01-01,0000-00-00,,,Microwave and Optical Technology Letters,58,3,691-694,,,,,,,,,,"The effect of void on characteristics of the laterally diffused metal oxide semiconductor (LDMOS) power amplifier (PA) is analyzed using the thermal and circuit analysis together. Thermal analysis is performed for finding the junction temperature of LDMOS PA as void area changes. Circuit analysis is performed from these results and LDMOS PA libraries. The analysis results show the linearity, gain, and efficiency degradation in the LDMOS PA as a result of the increase in void area. And this simulation methodology can be used for the design of the PA. © 2016 Wiley Periodicals, Inc. Microwave Opt Technol Lett 58:691–694, 2016",,,,,,,,0,0,published,2017-04-18 18:07:58,2017-04-18 18:07:58,,
81,Asymptotic Sum Rate in Spatially Correlated Two-Cell Channel With User Scheduling,article,RN65,H. Kim and G. Kim and W. Choi and H. Park,,0018-9545,,2015-01-01,0000-00-00,,,IEEE Transactions on Vehicular Technology,64,3,1235-1243,,,,,,,,,,"Coordinated beamforming (CBF) provides improved sum rate with less overhead and computational complexity, and its theoretical performance analysis is mostly finished in a spatially uncorrelated environment. In this paper, we investigate the effect of spatial correlation on the sum rate of a two-cell multiuser downlink channel. We analyze the scaling laws of the sum rate with a large number of users. To improve the performance, different roles are assigned to the two cells: One is a master cell, and the other is a slave cell. The base station (BS) of the master cell requests the interference cancellation to the slave cell, and the BS of the slave cell performs precoding to cancel the interference influencing over the master cell, although the achievable rate of the slave cell is decreased. The decision of the master and slave cells can be affected by the number of users and the degree of spatial correlations. From computer-based simulations, we show that our proposed algorithm can achieve a higher sum rate than other previous approaches with lower overhead.",,,,,,,10.1109/TVT.2014.2329477,0,0,published,2017-04-18 18:07:54,2017-04-18 18:07:54,,
106,Centralized Two-Way AF MIMO Multiple Dispersed Relay Network,article,RN66,K. Lee and J. Yang and H. M. Kwon and H. Park and Y. H. Lee,,0018-9545,,2015-01-01,0000-00-00,,,IEEE Transactions on Vehicular Technology,64,5,2133-2138,,,,,,,,,,This paper considers a two-way amplify-and-forward (AF) multiple-input multiple-output (MIMO) relay network consisting of two sources (each with multiple antennas) and multiple physically dispersed single-antenna relays. A central station finds the optimum relay amplifying matrices and transmit/receive beamforming vectors explicitly and iteratively under the transmit power constraints at the sources and the relays. The minimum-mean-square-error criterion is used. Numerical results show that the proposed scheme outperforms the existing two-way AF MIMO network schemes proposed by Arti et al. and Wang et al.,,,,,,,10.1109/TVT.2014.2338075,0,0,published,2017-04-18 18:07:57,2017-04-18 18:07:57,,
66,Optimal Time Allocation for Two-Way Relay Channel Using Physical-Layer Network Coding,article,RN61,D. s. Cho and Y. Shim and H. Park,,1751-8628,,2014-01-01,0000-00-00,,,IET Communications,8,14,2469-2475,,,,,,,,,,"This study proposes an optimal time allocation scheme for two-way relay channel (TWRC) using the physical-layer network coding (PNC). In other words, this study analytically determines the optimal transmit time durations for the first and the second time slot, which maximise the achievable sum rate under a sum time constraint for a given squared magnitude of the channel coefficients and transmit power values. Numerical results show that the achievable sum rate for the proposed optimal time allocation is greater than or equal to that for equal time allocation.",,,,,,,10.1049/iet-com.2014.0253,0,0,published,2017-04-18 18:07:51,2017-04-18 18:07:51,,
67,Spin Nano–Oscillator–Based Wireless Communication,article,RN60,Hyun Seok Choi and Sun Yool Kang and Seong Jun Cho and Inn-Yeal Oh and Mincheol Shin and Hyuncheol Park and Chaun Jang and Byoung-Chul Min and Sang-Il Kim and Seung-Young Park and Chul Soon Park,,2045-2322,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4074786/,2014-01-01,0000-00-00,,,Scientific Reports,4,,5486,,,,,,,,,,"Spin–torque nano–oscillators (STNOs) have outstanding advantages of a high degree of compactness, high–frequency tunability, and good compatibility with the standard complementary metal–oxide–semiconductor process, which offer prospects for future wireless communication. There have as yet been no reports on wireless communication using STNOs, since the STNOs also have notable disadvantages such as lower output power and poorer spectral purity in comparison with those of LC voltage–controlled oscillators. Here we show that wireless communication is achieved by a proper choice of modulation scheme despite these drawbacks of STNOs. By adopting direct binary amplitude shift keying modulation and non–coherent demodulation, we demonstrate STNO–based wireless communication with 200–kbps data rate at a distance of 1 m between transmitter and receiver. It is shown, from the analysis of STNO noise, that the maximum data rate can be extended up to 1.48 Gbps with 1–ns turn–on time. For the fabricated STNO, the maximum data rate is 5 Mbps which is limited by the rise time measured in the total system. The result will provide a viable route to real microwave application of STNOs.",,,,,,,10.1038/srep05486,0,0,published,2017-04-18 18:07:52,2017-04-18 18:07:52,,
77,An Improved Cooperative Technique Sharing the Channel in OFDMA-Based System,article,RN64,Junpyo Jeon and Hyoung-Muk Lim and Hyuncheol Park and Hyoung-Kyu Song,,,,2014-01-01,0000-00-00,,,IEICE Transactions on Information and Systems,E97.D,12,3222-3225,,,,,,,,,,"Cooperative communication has been proposed to improve the disadvantages of the multiple-input multiple-output (MIMO) technique without using extra multiple antennas. In an orthogonal frequency division multiple access (OFDMA) system, a cooperative communication that each user shares their allocated sub-channels instead of the MIMO system has been proposed to improve the throughput. But the cooperative communication has a problem as the decreased throughput because it is necessary that users send and receive the information to each other to improve reliability. In this letter, the modified cooperative transmission scheme is proposed to improve reliability in the fading channel, and it can solve the problem for BER performance that is dependent on the errors in the first phase that exchanges the information between both users during the first time.",,,,,,,10.1587/transinf.2014EDL8024,1,0,published,2017-04-18 18:07:53,2017-04-18 18:07:53,,
89,A Coding Scheme for Visible Light Communication With Wide Dimming Range,article,RN57,J. Kim and H. Park,,1041-1135,,2014-01-01,0000-00-00,,,IEEE Photonics Technology Letters,26,5,465-468,,,,,,,,,,"For visible light communications (VLCs), dimming support is desirable to provide variable levels of lighting brightness. When error correction coding schemes are used for VLC systems, different code rates should be employed according to target dimming levels. In this letter, we propose a coding scheme, which can provide a wide range of brightness and a simple encoding/decoding structure for all different rates by using a rate-compatible punctured code. Puncturing patterns having the minimum bit error rate are provided by computer search. The results show that the VLC system with the proposed coding scheme can achieve optimum performances as well as a precise dimming support.",,,,,,,10.1109/LPT.2013.2296934,0,0,published,2017-04-18 18:07:55,2017-04-18 18:07:55,,
105,Closed Form of Optimum Cooperative Distributed Relay Amplifying Matrix,article,RN58,K. Lee and J. Yang and H. M. Kwon and H. Park and Y. H. Lee,,1536-1276,,2014-01-01,0000-00-00,,,IEEE Transactions on Wireless Communications,13,5,2741-2755,,,,,,,,,,"This paper presents a closed form of an optimal cooperative amplify-and-forward (AF) relay amplifying matrix for a distributed relay network of M-source-M-destination pairs and N relays, called a cooperative distributed AF relay network. The objective of this paper is to derive closed forms of minimum mean square error (MMSE)-based and zero-forcing (ZF)-based optimal AF relay amplifying matrices for the cooperative distributed AF relay network under the transmitter power constraint (TPC) at the relays, the receiver power constraint (RPC) at the destinations, and the no-power constraint (NPC) condition. Additionally, by substituting the derived optimum AF relay amplifying matrices into the original cost functions (CFs), the behavior of the optimum CFs and the total optimum signal component power (SCP) at the destinations are compared to each other for different cases. Finally, using the MMSE criterion, a novel relay selection scheme is proposed for the cooperative distributed AF relay network.",,,,,,,10.1109/TWC.2013.033114.131350,0,0,published,2017-04-18 18:07:56,2017-04-18 18:07:56,,
120,A Closed-Form Expression of Optimal Time for Two-Way Relay Using DF MABC Protocol,article,RN59,Y. Shim and H. Park,,1089-7798,,2014-01-01,0000-00-00,,,IEEE Communications Letters,18,5,721-724,,,,,,,,,,"In this paper, we propose the optimal time allocation for two-way relay using decode-and-forward (DF) multiple access broadcast (MABC) protocol. We analytically determine the optimal transmit time durations for the first and the second time slots, which maximize the achievable sum rate under a sum time constraint for a given squared magnitude of the channel coefficients and transmit power values. Numerical results show that the achievable sum rate of the optimal time allocation is greater than or equal to that of the equal time allocation.",,,,,,,10.1109/LCOMM.2014.022514.132755,0,0,published,2017-04-18 18:07:58,2017-04-18 18:07:58,,
123,PHY-Supported Frame Aggregation for Wireless Local Area Networks,article,RN63,C. Shin and H. Park and H. M. Kwon,,1536-1233,,2014-01-01,0000-00-00,,,IEEE Transactions on Mobile Computing,13,10,2369-2381,,,,,,,,,,"An aggregate medium access control (MAC) service data unit (A-MSDU) contains multiple subframes with a single sequence number. Hence, it has a major drawback in environments with high error rates because if any subframes are corrupted, then the entire A-MSDU will be lost. In addition, performance of the A-MSDU depends strongly on the choice of parameters, such as frame size, modulation level, coding rate, and spatial mode. In this paper, a novel link-adaptation mechanism, dubbed physical (PHY)supported frame aggregation (PSFA), is proposed over IEEE 802.11 networks, and its performance is analyzed. The proposed PSFA technique is based on a cross-layer interaction that enables joint optimization of various parameters between the PHY and MAC layers. This paper derives a new packet error rate (PER) expression for convolutionally coded multiple-input multiple-output orthogonal frequency division multiplexing (MIMO-OFDM) systems as an example. Then, this PER expression is used to efficiently estimate the link quality, given the channel conditions and system parameters, and most importantly, it is able to facilitate a parametric study of the cross-layer interaction. In the proposed PSFA algorithm, we present a rule for selecting the parameters so that MAC throughput is maximized. It is shown analytically and verified using Monte Carlo simulations that this choice of parameters can improve throughput performance significantly and also ensure quality of service (QoS) requirements compared to existing conventional algorithms.",,,,,,,10.1109/TMC.2014.2304393,0,0,published,2017-04-18 18:07:58,2017-04-18 18:07:58,,
94,New Subcarrier Allocation for Uplink-OFDMA Under Time-Varying Channels,article,RN55,K. Kim and H. Park and H. M. Kwon,,0090-6778,,2013-01-01,0000-00-00,,,IEEE Transactions on Communications,61,1,7-12,,,,,,,,,,"Inter-carrier interference (ICI) and multiuser interference (MUI) occur in an uplink orthogonal frequency division multiple access system if a channel between a mobile user and a base station is rapidly time-varying. To reduce the ICI and MUI, this letter proposes a subcarrier allocation method. The key idea is to allocate a high-speed user's subcarrier near a low-speed user's one. Then, a wide Doppler spread of a high-speed user can be spilled over a low-speed user's subcarrier band with insignificant influence, and the signal-to-interference-plus-noise ratio (SINR) at each high-speed user's subcarrier can be maximized. This can provide a significant performance improvement of multiuser detection in an uplink-OFDMA.",,,,,,,10.1109/TCOMM.2012.100512.110011,0,0,published,2017-04-18 18:07:55,2017-04-18 18:07:55,,
126,A Binary Space-Time Code for Additional Diversity Gains,article,RN56,B. Song and H. Park,,1536-1276,,2013-01-01,0000-00-00,,,IEEE Transactions on Wireless Communications,12,11,5780-5787,,,,,,,,,,"In this paper, we introduce a bit-interleaved binary space-time code (B-STC) for a coded multiple-input multiple-output (MIMO) system to obtain an additional diversity gain over the full-rate spatial multiplexing (SM) transmission. By applying the B-STC scheme, codeword bits from each stream are transmitted effectively through N_t or (N_t - 1) layers in N_r x N_t MIMO systems. At the receiver, the iterative decoding is performed. The extrinsic information provided by the soft-in/soft-out (SISO) decoder is applied as an improved priori information after the B-STC decoding at the next iteration. Since a priori information can be extracted from multiple layers independently by the B-STC scheme, codeword bits have an improved diversity gain of (N_t - 1). In order to verify the proposed scheme, we derive the asymptotic bit error probability, which can be achieved after convergence of the iterative decoder. Because the proposed B-STC scheme is a binary code for coded MIMO systems, different types of channel codes and various space-time codes can be also concatenated.",,,,,,,10.1109/TWC.2013.093013.130107,0,0,published,2017-04-18 18:07:59,2017-04-18 18:07:59,,
68,A Spatial-Domain Joint-Nulling Method of Self-Interference in Full-Duplex Relays,article,RN53,B. Chun and H. Park,,1089-7798,,2012-01-01,0000-00-00,,,IEEE Communications Letters,16,4,436-438,,,,,,,,,,"In this letter, a spatial-domain joint-nulling method is proposed as a new means of suppressing the self-interference (or echo) occurring in full-duplex relays. Both amplify-and-forward (AF) and decode-and-forward (DF) type relays are considered. While the conventional method searches for the relay processing matrix from a discrete set of basis vectors obtained from the singular value decomposition (SVD) of the echo channel, the proposed method directly solves the optimal relay processing matrix over a continuous domain. As a result, it is shown that the proposed approach gives better performance than the conventional one in terms of the achievable rate.",,,,,,,10.1109/LCOMM.2012.020712.111733,0,0,published,2017-04-18 18:07:52,2017-04-18 18:07:52,,
93,Optimum Clustered Pilot Sequence for OFDM Systems Under Rapidly Time-Varying Channel,article,RN54,K. Kim and H. Park and H. M. Kwon,,0090-6778,,2012-01-01,0000-00-00,,,IEEE Transactions on Communications,60,5,1357-1370,,,,,,,,,,"As channel time-variation increases, orthogonality among subcarriers in an orthogonal frequency division multiplexing (OFDM) symbol can be destroyed because of the relatively long symbol period, whereupon intercarrier interference (ICI) appears, and hence an irreducible error floor occurs. It was shown recently that grouping pilot tones into a number of equally spaced clusters can yield better channel estimation against the doubly selective channel than placing each pilot tone in an equally spaced manner. However, a random pilot sequence was used in the literature, and an optimal sequence has not yet been studied. This paper presents how to optimize the clustered pilot sequence. First, this paper (a) proves the existence of an optimum pilot sequence and (b) suggests a guideline for finding an optimum sequence. Second, this paper shows that an optimum sequence is independent of the signal-to-noise ratio and Doppler rate, and the sequence is generally optimum for any channels. Third, this paper verifies through analysis and simulation that the coded-OFDM system with an optimized cluster pilot sequence can yield a smaller mean square channel estimation error and lower bit error rate than the system with an equidistance pilot or a random cluster pilot under a rapidly time-varying channel.",,,,,,,10.1109/TCOMM.2012.032012.100508,0,0,published,2017-04-18 18:07:55,2017-04-18 18:07:55,,
125,A Binary Space-Time Code for MIMO Systems,article,RN52,B. Song and N. Kim and H. Park,,1536-1276,,2012-01-01,0000-00-00,,,IEEE Transactions on Wireless Communications,11,4,1350-1357,,,,,,,,,,"In this paper, we introduce a simple bit-interleaved binary space-time code (B-STC) for a coded multi-input multi-output (MIMO) system to obtain an increase in information rate, where two transmit and two receive antennas are used. We derive a probability density function (pdf) of log-likelihood ratio (LLR) for the B-STC decoder output and approximate it with the pdf of MIMO detector output having the degraded SNR. The average bit error probability at the i-th iteration is represented in terms of moment generating function with differently distributed SNRs. Although the iterative decoder in the B-STC structure increases the computational complexity, the number of iterations i is not large (i&amp;#x2264;3). Because the proposed B-STC scheme is a binary code for MIMO systems, different types of channel codes and various space-time codes can be concatenated. To achieve near-capacity performance on MIMO channels, an iterative receiver structure with a soft interference cancellation scheme can be also adopted as an outer iteration. And the proposed scheme can be extended to arbitrary number of transmit and receive antennas.",,,,,,,10.1109/TWC.2012.021412.101510,0,0,published,2017-04-18 18:07:59,2017-04-18 18:07:59,,
80,The Effects of Spatial Correlation on Multiple Antenna Techniques With Multiuser Scheduling,article,RN47,Haelyong Kim and Wan Choi and Hyuncheol Park,,,,2011-01-01,0000-00-00,,,IEICE Transactions on Communications,E94.B,2,591-594,,,,,,,,,,"This letter investigates the effects of spatial correlation on several multiple antenna schemes in multiuser environments. Using an order statistics upper bound on achievable capacity, we quantify the interaction among spatial correlation, spatial diversity, spatial multiplexing and multiuser diversity. Also, it is verified that the upper bound is tighter than asymptotic capacity when the number of users is relatively small.",,,,,,,10.1587/transcom.E94.B.591,1,0,published,2017-04-18 18:07:54,2017-04-18 18:07:54,,
92,Rate-Compatible SFBC-OFDM Under Rapidly Time-Varying Channels,article,RN51,K. Kim and H. Park and H. M. Kwon,,0090-6778,,2011-01-01,0000-00-00,,,IEEE Transactions on Communications,59,8,2070-2077,,,,,,,,,,"An inter-carrier interference (ICI) occurs in an orthogonal frequency division multiplexing (OFDM) system when a channel is rapidly time-varying. The proposed scheme employs a polynomial cancellation code (PCC) to suppress this ICI, and uses a linear complex field (LCF) code as a transmit-diversity technique to make the transmission rate compatible up to n&lt;sub&gt;T&lt;/sub&gt; / (n&lt;sub&gt;T&lt;/sub&gt;+1), where n&lt;sub&gt;T&lt;/sub&gt; is the number of transmit antennas used. The conventional orthogonal code (OC), such as the Alamouti code, with accompanying PCC cannot achieve this rate. Both analysis and simulation results verify that the proposed scheme can achieve higher channel capacity as well as lower bit error rate (BER) than the other schemes in rapidly time-varying channels, even with a linear receiver and inaccurate channel estimation.",,,,,,,10.1109/TCOMM.2011.053111.090181,0,0,published,2017-04-18 18:07:55,2017-04-18 18:07:55,,
101,Improved Stopping Set Elimination by Parity-Check Matrix Extension of LDPC Codes,article,RN49,S. Kim and J. Heo and H. Park,,1089-7798,,2011-01-01,0000-00-00,,,IEEE Communications Letters,15,5,557-559,,,,,,,,,,"Stopping sets associated with a parity-check matrix of low-density parity-check codes limit the performance of iterative decoding over the binary erasure channel. In this letter, we propose a parity-check matrix extension scheme that eliminates stopping sets of small sizes. The results show that our proposed scheme provides significant performance improvement compared to previously known parity-check matrix extension schemes.",,,,,,,10.1109/LCOMM.2011.032811.102095,0,0,published,2017-04-18 18:07:56,2017-04-18 18:07:56,,
